CAMPUS,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CAMPNAME,CFLALTED,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE,REGION
'070908001,0,0,0,0,0,0,0,MIDLOTHIAN H S,N,N,ELLIS,'070,B,MIDLOTHIAN ISD,'070908,'09 - 12,S,'10
'070908003,0,0,0,0,0,0,0,MIDLOTHIAN HERITAGE H S,N,N,ELLIS,'070,A,MIDLOTHIAN ISD,'070908,'09 - 12,S,'10
'070908042,0,0,0,0,0,0,0,FRANK SEALE MIDDLE,N,N,ELLIS,'070,B,MIDLOTHIAN ISD,'070908,'06 - 08,M,'10
'070908044,0,0,0,0,0,1,0,WALNUT GROVE MIDDLE,N,N,ELLIS,'070,B,MIDLOTHIAN ISD,'070908,'06 - 08,M,'10
'070908103,0,0,0,0,0,0,,IRVIN EL,N,N,ELLIS,'070,B,MIDLOTHIAN ISD,'070908,'KG - 05,E,'10
'070908104,0,0,0,0,0,0,,T E BAXTER EL,N,N,ELLIS,'070,C,MIDLOTHIAN ISD,'070908,'EE - 05,E,'10
'070908105,0,0,0,0,0,0,,LONGBRANCH EL,N,N,ELLIS,'070,B,MIDLOTHIAN ISD,'070908,'EE - 05,E,'10
'070908106,0,0,0,0,0,0,,MT PEAK EL,N,N,ELLIS,'070,A,MIDLOTHIAN ISD,'070908,'EE - 05,E,'10
'070908107,0,0,0,0,0,0,,J A VITOVSKY EL,N,N,ELLIS,'070,C,MIDLOTHIAN ISD,'070908,'EE - 05,E,'10
'070908108,0,0,0,1,0,0,,LARUE MILLER EL,N,N,ELLIS,'070,A,MIDLOTHIAN ISD,'070908,'KG - 05,E,'10
'070908109,0,0,0,0,0,0,,DOLORES MCCLATCHEY EL,N,N,ELLIS,'070,B,MIDLOTHIAN ISD,'070908,'KG - 05,E,'10
'070909001,0,0,0,0,0,0,0,MILFORD SCHOOL,N,N,ELLIS,'070,F,MILFORD ISD,'070909,'PK - 12,B,'10
'070910001,1,1,0,1,1,1,0,PALMER H S,N,N,ELLIS,'070,A,PALMER ISD,'070910,'09 - 12,S,'10
'070910041,1,1,1,1,0,1,0,PALMER MIDDLE,N,N,ELLIS,'070,B,PALMER ISD,'070910,'05 - 08,M,'10
'070910101,0,0,0,0,0,,,PALMER EL,N,N,ELLIS,'070,C,PALMER ISD,'070910,'PK - 04,E,'10
'070911001,0,1,0,0,0,1,1,RED OAK H S,N,N,ELLIS,'070,B,RED OAK ISD,'070911,'09 - 12,S,'10
'070911041,0,1,0,0,0,0,0,RED OAK MIDDLE,N,N,ELLIS,'070,B,RED OAK ISD,'070911,'06 - 08,M,'10
'070911101,0,0,0,0,0,1,,RED OAK EL,N,N,ELLIS,'070,C,RED OAK ISD,'070911,'EE - 05,E,'10
'070911102,0,0,0,0,0,0,,WOODEN EL,N,N,ELLIS,'070,B,RED OAK ISD,'070911,'PK - 05,E,'10
'070911103,1,1,1,1,1,0,,EASTRIDGE EL,N,N,ELLIS,'070,B,RED OAK ISD,'070911,'PK - 05,E,'10
'070911105,0,0,0,0,0,0,,SHIELDS EL,N,N,ELLIS,'070,C,RED OAK ISD,'070911,'EE - 05,E,'10
'070911107,1,0,0,1,0,0,,RUSSELL P SCHUPMANN EL,N,N,ELLIS,'070,B,RED OAK ISD,'070911,'PK - 05,E,'10
'070912002,0,0,1,0,0,0,0,WAXAHACHIE H S,N,N,ELLIS,'070,B,WAXAHACHIE ISD,'070912,'09 - 12,S,'10
'070912003,,,,,,,,WAXAHACHIE H S OF CHOICE,Y,N,ELLIS,'070,Not Rated,WAXAHACHIE ISD,'070912,'11 - 12,S,'10
'070912004,0,1,1,1,1,0,0,WAXAHACHIE GLOBAL H S,N,N,ELLIS,'070,A,WAXAHACHIE ISD,'070912,'09 - 12,S,'10
'070912042,0,0,0,0,0,0,0,EDDIE FINLEY SR J H,N,N,ELLIS,'070,C,WAXAHACHIE ISD,'070912,'06 - 08,M,'10
'070912043,1,0,0,0,0,0,0,ROBBIE E HOWARD J H,N,N,ELLIS,'070,B,WAXAHACHIE ISD,'070912,'06 - 08,M,'10
'070912045,0,0,0,0,0,0,0,EVELYN LOVE COLEMAN J H,N,N,ELLIS,'070,C,WAXAHACHIE ISD,'070912,'06 - 08,M,'10
'070912104,0,0,0,0,0,0,,NORTHSIDE EL,N,N,ELLIS,'070,C,WAXAHACHIE ISD,'070912,'KG - 05,E,'10
'070912106,0,0,0,0,0,0,,DUNAWAY EL,N,N,ELLIS,'070,B,WAXAHACHIE ISD,'070912,'KG - 05,E,'10
'070912107,1,1,1,1,1,1,,SHACKELFORD EL,N,N,ELLIS,'070,A,WAXAHACHIE ISD,'070912,'KG - 05,E,'10
'070912108,0,0,0,0,0,0,,WEDGEWORTH EL,N,N,ELLIS,'070,C,WAXAHACHIE ISD,'070912,'KG - 05,E,'10
'070912110,1,0,0,0,0,0,,MARGARET L FELTY EL,N,N,ELLIS,'070,A,WAXAHACHIE ISD,'070912,'KG - 05,E,'10
'070912111,0,1,1,0,0,0,,OLIVER E CLIFT EL,N,N,ELLIS,'070,B,WAXAHACHIE ISD,'070912,'KG - 05,E,'10
'070912112,0,0,0,0,0,0,,MARVIN EL,N,N,ELLIS,'070,C,WAXAHACHIE ISD,'070912,'KG - 05,E,'10
'070912113,,,,,,,,TURNER PREKINDERGARTEN ACADEMY,N,N,ELLIS,'070,B,WAXAHACHIE ISD,'070912,'EE - PK,E,'10
'070912114,1,1,1,0,1,0,,WILEMON STEAM ACADEMY,N,N,ELLIS,'070,B,WAXAHACHIE ISD,'070912,'KG - 05,E,'10
'070915001,0,0,0,0,0,0,0,MAYPEARL H S,N,N,ELLIS,'070,B,MAYPEARL ISD,'070915,'09 - 12,S,'10
'070915041,0,0,0,0,0,0,1,MAYPEARL MIDDLE,N,N,ELLIS,'070,D,MAYPEARL ISD,'070915,'05 - 08,M,'10
'070915101,0,0,0,1,0,,,LORENE SMITH KIRKPATRICK EL,N,N,ELLIS,'070,C,MAYPEARL ISD,'070915,'EE - 04,E,'10
'071801001,0,0,1,0,1,1,,HOWARD BURNHAM EL,N,Y,EL PASO,'071,B,BURNHAM WOOD CHARTER SCHOOL DISTRI,'071801,'KG - 05,E,'19
'071801003,0,0,0,0,0,1,0,DAVINCI SCHOOL FOR SCIENCE AND THE,N,Y,EL PASO,'071,A,BURNHAM WOOD CHARTER SCHOOL DISTRI,'071801,'06 - 12,B,'19
'071803001,,,,,,,,PASO DEL NORTE ACADEMY-MESA CHARTE,Y,Y,EL PASO,'071,A,PASO DEL NORTE ACADEMY CHARTER DIS,'071803,'09 - 12,S,'19
'071803002,,,,,,,,PASEO DEL NORTE ACADEMY-VISTA DEL,Y,Y,EL PASO,'071,B,PASO DEL NORTE ACADEMY CHARTER DIS,'071803,'09 - 12,S,'19
'071804001,,,,,,,,EL PASO ACADEMY,Y,Y,EL PASO,'071,B,EL PASO ACADEMY,'071804,'09 - 12,S,'19
'071804002,,,,,,,,EL PASO ACADEMY WEST,Y,Y,EL PASO,'071,C,EL PASO ACADEMY,'071804,'09 - 12,S,'19
'071806001,1,0,1,1,0,0,0,HARMONY SCIENCE ACAD (EL PASO),N,Y,EL PASO,'071,A,HARMONY SCIENCE ACAD (EL PASO),'071806,'06 - 12,B,'19
'071806002,0,1,1,1,1,0,1,HARMONY SCHOOL OF INNOVATION - EL,N,Y,EL PASO,'071,B,HARMONY SCIENCE ACAD (EL PASO),'071806,'KG - 12,B,'19
'071806004,1,0,1,1,0,0,0,HARMONY SCIENCE ACADEMY - LUBBOCK,N,Y,EL PASO,'071,B,HARMONY SCIENCE ACAD (EL PASO),'071806,'PK - 08,E,'19
'071806005,0,0,0,0,0,0,0,HARMONY SCIENCE ACADEMY - ODESSA,N,Y,EL PASO,'071,C,HARMONY SCIENCE ACAD (EL PASO),'071806,'KG - 08,E,'19
'071806006,0,0,0,0,0,0,,HARMONY SCHOOL OF EXCELLENCE - EL,N,Y,EL PASO,'071,B,HARMONY SCIENCE ACAD (EL PASO),'071806,'KG - 06,E,'19
'071807101,0,0,0,0,0,0,,LA FE PREPARATORY SCHOOL,N,Y,EL PASO,'071,F,LA FE PREPARATORY SCHOOL,'071807,'PK - 06,E,'19
'071809001,1,1,1,1,1,1,,VISTA DEL FUTURO CHARTER SCHOOL,N,Y,EL PASO,'071,A,VISTA DEL FUTURO CHARTER SCHOOL,'071809,'PK - 07,E,'19
'071810001,1,0,0,1,0,0,0,EL PASO LEADERSHIP ACADEMY,N,Y,EL PASO,'071,B,EL PASO LEADERSHIP ACADEMY,'071810,'06 - 08,M,'19
'071901001,1,1,1,0,1,1,1,CLINT H S,N,N,EL PASO,'071,B,CLINT ISD,'071901,'09 - 12,S,'19
'071901002,1,0,0,0,0,0,0,MOUNTAIN VIEW H S,N,N,EL PASO,'071,B,CLINT ISD,'071901,'09 - 12,S,'19
'071901004,0,1,1,0,0,1,1,HORIZON H S,N,N,EL PASO,'071,B,CLINT ISD,'071901,'09 - 12,S,'19
'071901009,1,0,1,0,1,0,0,CLINT ISD EARLY COLLEGE ACADEMY,N,N,EL PASO,'071,A,CLINT ISD,'071901,'09 - 12,S,'19
'071901041,0,0,0,0,1,0,0,CLINT J H SCHOOL,N,N,EL PASO,'071,B,CLINT ISD,'071901,'06 - 08,M,'19
'071901042,0,0,0,0,0,0,1,EAST MONTANA MIDDLE,N,N,EL PASO,'071,C,CLINT ISD,'071901,'06 - 08,M,'19
'071901044,0,0,0,0,0,0,0,HORIZON MIDDLE,N,N,EL PASO,'071,C,CLINT ISD,'071901,'06 - 08,M,'19
'071901045,0,0,1,1,1,1,1,RICARDO ESTRADA MIDDLE,N,N,EL PASO,'071,B,CLINT ISD,'071901,'06 - 08,M,'19
'071901101,0,0,0,0,0,0,,WM DAVID SURRATT EL,N,N,EL PASO,'071,C,CLINT ISD,'071901,'PK - 05,E,'19
'071901102,1,0,1,0,0,0,,RED SANDS EL,N,N,EL PASO,'071,B,CLINT ISD,'071901,'PK - 05,E,'19
'071901103,1,1,1,1,0,0,,DESERT HILLS EL,N,N,EL PASO,'071,B,CLINT ISD,'071901,'EE - 05,E,'19
'071901104,0,1,0,1,0,0,,MONTANA VISTA EL,N,N,EL PASO,'071,B,CLINT ISD,'071901,'PK - 05,E,'19
'071901105,0,0,0,1,0,0,,FRANK MACIAS EL,N,N,EL PASO,'071,B,CLINT ISD,'071901,'EE - 05,E,'19
'071901106,0,0,0,0,0,0,,CARROLL T WELCH EL,N,N,EL PASO,'071,C,CLINT ISD,'071901,'PK - 05,E,'19
'071902001,0,0,0,1,0,0,0,ANDRESS H S,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'09 - 12,S,'19
'071902002,0,1,0,1,0,0,0,AUSTIN H S,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'09 - 12,S,'19
'071902003,0,1,0,1,0,0,0,BOWIE H S,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'09 - 12,S,'19
'071902004,1,1,1,1,1,1,1,BURGES H S,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'09 - 12,S,'19
'071902005,0,1,0,1,1,1,1,CORONADO H S,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'09 - 12,S,'19
'071902006,1,1,1,1,1,1,1,EL PASO H S,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'09 - 12,S,'19
'071902008,0,0,0,0,0,0,0,IRVIN H S,N,N,EL PASO,'071,C,EL PASO ISD,'071902,'09 - 12,S,'19
'071902009,0,1,0,1,0,0,0,JEFFERSON H S,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'09 - 12,S,'19
'071902010,1,1,1,1,1,1,1,FRANKLIN H S,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'09 - 12,S,'19
'071902011,1,1,1,1,1,1,1,SILVA HEALTH MAGNET,N,N,EL PASO,'071,A,EL PASO ISD,'071902,'09 - 12,S,'19
'071902012,1,1,0,1,1,1,1,CHAPIN H S,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'09 - 12,S,'19
'071902015,1,1,1,0,1,1,1,TRANSMOUNTAIN EARLY COLLEGE H S,N,N,EL PASO,'071,A,EL PASO ISD,'071902,'09 - 12,S,'19
'071902019,1,1,1,0,1,1,0,YOUNG WOMEN'S STEAM RESEARCH & PRE,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'06 - 08,M,'19
'071902020,,,,,,,,COLLEGE CAREER TECHNOLOGY ACADEMY,Y,N,EL PASO,'071,D,EL PASO ISD,'071902,'08 - 12,S,'19
'071902025,,,,,,,,DELTA ACADEMY,Y,N,EL PASO,'071,Not Rated,EL PASO ISD,'071902,'05 - 11,B,'19
'071902027,,,,,,,,TELLES ACADEMY,N,N,EL PASO,'071,Not Rated,EL PASO ISD,'071902,'09 - 12,S,'19
'071902032,,,,,,,,TELLES ACADEMY J J A E P,N,N,EL PASO,'071,Not Rated,EL PASO ISD,'071902,'12 - 12,S,'19
'071902040,,,,,,,,DR LORENZO G LAFARELLE MIDDLE,N,N,EL PASO,'071,Not Rated,EL PASO ISD,'071902,'06 - 08,M,'19
'071902041,0,0,0,0,0,0,0,HENDERSON MIDDLE,N,N,EL PASO,'071,C,EL PASO ISD,'071902,'06 - 08,M,'19
'071902042,0,0,1,0,0,0,0,ROSS MIDDLE,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'06 - 08,M,'19
'071902043,0,0,0,0,0,0,0,CANYON HILLS MIDDLE,N,N,EL PASO,'071,D,EL PASO ISD,'071902,'06 - 08,M,'19
'071902044,0,0,0,0,0,0,0,GUILLEN MIDDLE,N,N,EL PASO,'071,D,EL PASO ISD,'071902,'06 - 08,M,'19
'071902045,1,1,1,1,0,0,1,CHARLES MIDDLE,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'06 - 08,M,'19
'071902046,0,0,0,0,0,0,0,MOREHEAD MIDDLE,N,N,EL PASO,'071,C,EL PASO ISD,'071902,'06 - 08,M,'19
'071902047,0,0,0,1,0,0,0,MAGOFFIN MIDDLE,N,N,EL PASO,'071,C,EL PASO ISD,'071902,'06 - 08,M,'19
'071902048,0,1,0,0,0,0,0,TERRACE HILLS MIDDLE,N,N,EL PASO,'071,C,EL PASO ISD,'071902,'06 - 08,M,'19
'071902049,0,0,0,1,0,0,1,BASSETT MIDDLE,N,N,EL PASO,'071,C,EL PASO ISD,'071902,'06 - 08,M,'19
'071902051,1,1,1,1,1,0,0,LINCOLN MIDDLE,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'06 - 08,M,'19
'071902052,1,0,1,0,1,1,1,WIGGS MIDDLE,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'06 - 08,M,'19
'071902053,1,0,1,0,0,0,0,HORNEDO MIDDLE,N,N,EL PASO,'071,A,EL PASO ISD,'071902,'06 - 08,M,'19
'071902054,0,0,0,0,0,0,0,ARMENDARIZ MIDDLE,N,N,EL PASO,'071,D,EL PASO ISD,'071902,'06 - 08,M,'19
'071902055,1,1,1,0,1,1,0,RICHARDSON MIDDLE,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'06 - 08,M,'19
'071902056,0,0,0,0,0,0,0,BROWN MIDDLE,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'06 - 08,M,'19
'071902057,,,,,,,,DR LORENZO G LAFARELLE JJAEP,N,N,EL PASO,'071,Not Rated,EL PASO ISD,'071902,'07 - 07,M,'19
'071902102,0,0,0,0,0,0,,ALTA VISTA EL,N,N,EL PASO,'071,F,EL PASO ISD,'071902,'PK - 05,E,'19
'071902103,0,0,0,1,0,0,,AOY EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'EE - 05,E,'19
'071902104,0,0,0,0,1,0,,BEALL EL,N,N,EL PASO,'071,C,EL PASO ISD,'071902,'PK - 05,E,'19
'071902105,1,0,0,1,0,1,,BLISS EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'EE - 05,E,'19
'071902106,0,0,0,1,0,0,,BONHAM EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'EE - 05,E,'19
'071902107,0,0,0,0,0,0,,BURLESON EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'PK - 05,E,'19
'071902109,1,0,1,0,0,0,,CLARDY EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'PK - 05,E,'19
'071902110,1,0,1,1,1,1,,COLDWELL EL,N,N,EL PASO,'071,A,EL PASO ISD,'071902,'PK - 05,E,'19
'071902111,0,0,0,0,0,0,,COOLEY EL,N,N,EL PASO,'071,C,EL PASO ISD,'071902,'EE - 05,E,'19
'071902112,0,0,0,0,0,0,,CROCKETT EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'PK - 05,E,'19
'071902113,0,0,0,0,0,0,,CROSBY EL,N,N,EL PASO,'071,C,EL PASO ISD,'071902,'PK - 05,E,'19
'071902114,0,0,0,1,0,0,,DOUGLASS EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'PK - 05,E,'19
'071902115,0,0,0,0,1,1,,DOWELL EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'EE - 05,E,'19
'071902116,0,0,0,0,1,0,,FANNIN EL,N,N,EL PASO,'071,C,EL PASO ISD,'071902,'EE - 05,E,'19
'071902118,0,0,0,0,0,0,,HART EL,N,N,EL PASO,'071,D,EL PASO ISD,'071902,'PK - 05,E,'19
'071902119,1,1,1,1,1,1,,HAWKINS EL,N,N,EL PASO,'071,A,EL PASO ISD,'071902,'PK - 05,E,'19
'071902121,0,0,0,0,0,0,,HILLSIDE EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'EE - 05,E,'19
'071902123,1,1,1,1,1,0,,HUGHEY EL,N,N,EL PASO,'071,A,EL PASO ISD,'071902,'PK - 05,E,'19
'071902125,1,1,1,0,1,1,,LAMAR EL,N,N,EL PASO,'071,A,EL PASO ISD,'071902,'PK - 05,E,'19
'071902128,0,0,0,0,0,0,,LOGAN EL,N,N,EL PASO,'071,C,EL PASO ISD,'071902,'PK - 05,E,'19
'071902129,0,0,0,0,0,0,0,MACARTHUR EL-INT,N,N,EL PASO,'071,C,EL PASO ISD,'071902,'PK - 08,E,'19
'071902130,0,0,1,0,1,0,,MESITA EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'EE - 05,E,'19
'071902131,1,1,1,0,1,1,,MILAM EL,N,N,EL PASO,'071,A,EL PASO ISD,'071902,'PK - 05,E,'19
'071902133,1,0,1,0,0,0,,NEWMAN EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'PK - 05,E,'19
'071902134,1,0,1,1,1,0,,PARK EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'PK - 05,E,'19
'071902135,1,0,1,1,1,0,,PUTNAM EL,N,N,EL PASO,'071,A,EL PASO ISD,'071902,'PK - 05,E,'19
'071902136,1,0,1,0,0,0,,ROBERTS EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'PK - 05,E,'19
'071902138,0,0,0,0,0,0,,RUSK EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'PK - 05,E,'19
'071902140,0,0,0,0,0,0,,SCHUSTER EL,N,N,EL PASO,'071,F,EL PASO ISD,'071902,'PK - 05,E,'19
'071902141,0,0,0,0,0,0,,STANTON EL,N,N,EL PASO,'071,C,EL PASO ISD,'071902,'EE - 05,E,'19
'071902142,1,1,1,1,1,1,,COLLINS EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'PK - 05,E,'19
'071902143,0,0,0,0,0,0,,TRAVIS EL,N,N,EL PASO,'071,D,EL PASO ISD,'071902,'PK - 05,E,'19
'071902146,0,0,1,0,1,0,,WESTERN HILLS EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'PK - 05,E,'19
'071902147,1,0,1,1,0,0,,ZACH WHITE EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'PK - 05,E,'19
'071902148,0,0,0,0,0,0,,ZAVALA EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'PK - 05,E,'19
'071902149,1,1,1,0,0,1,,CLENDENIN EL,N,N,EL PASO,'071,A,EL PASO ISD,'071902,'PK - 05,E,'19
'071902150,0,0,1,0,0,0,,LEE EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'PK - 05,E,'19
'071902151,1,0,1,0,1,1,,CIELO VISTA EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'EE - 05,E,'19
'071902153,0,0,0,0,0,0,,WHITAKER EL,N,N,EL PASO,'071,D,EL PASO ISD,'071902,'PK - 05,E,'19
'071902155,0,0,0,0,0,0,,JOHNSON EL,N,N,EL PASO,'071,C,EL PASO ISD,'071902,'PK - 05,E,'19
'071902156,1,0,1,0,1,0,,RIVERA EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'PK - 05,E,'19
'071902158,0,0,1,0,1,0,,BRADLEY EL,N,N,EL PASO,'071,C,EL PASO ISD,'071902,'PK - 05,E,'19
'071902159,1,1,1,0,1,1,,POLK EL,N,N,EL PASO,'071,A,EL PASO ISD,'071902,'PK - 05,E,'19
'071902160,1,1,1,1,1,1,,MITZI BOND EL,N,N,EL PASO,'071,A,EL PASO ISD,'071902,'PK - 05,E,'19
'071902161,1,1,1,1,1,1,,NIXON EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'PK - 05,E,'19
'071902162,1,1,1,1,1,1,,GREEN EL,N,N,EL PASO,'071,A,EL PASO ISD,'071902,'EE - 05,E,'19
'071902163,1,0,1,0,1,0,,GUERRERO EL,N,N,EL PASO,'071,A,EL PASO ISD,'071902,'EE - 05,E,'19
'071902165,0,0,0,0,0,0,,BARRON EL,N,N,EL PASO,'071,C,EL PASO ISD,'071902,'PK - 05,E,'19
'071902166,0,0,1,0,1,1,,KOHLBERG EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'EE - 05,E,'19
'071902167,1,0,1,1,0,0,,MORENO EL,N,N,EL PASO,'071,A,EL PASO ISD,'071902,'PK - 05,E,'19
'071902168,1,0,1,0,0,1,,TIPPIN EL,N,N,EL PASO,'071,A,EL PASO ISD,'071902,'KG - 05,E,'19
'071902169,0,0,0,0,0,0,,H R MOYE EL,N,N,EL PASO,'071,F,EL PASO ISD,'071902,'EE - 05,E,'19
'071902171,,,,,,,,ABOUT FACE PROGRAM EL,N,N,EL PASO,'071,Not Rated,EL PASO ISD,'071902,'01 - 05,E,'19
'071902174,1,0,0,1,0,0,,WILLIAM C HERRERA EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'EE - 05,E,'19
'071902175,1,0,1,0,0,0,,COLIN L POWELL EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'EE - 05,E,'19
'071902177,1,0,1,0,0,0,,MARGUERITE J LUNDY EL,N,N,EL PASO,'071,A,EL PASO ISD,'071902,'KG - 05,E,'19
'071902178,0,0,1,0,1,0,,TOM LEA JR EL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'PK - 05,E,'19
'071902181,,,,,,,,PREK PARTNERSHIP SCHOOL,N,N,EL PASO,'071,B,EL PASO ISD,'071902,'PK - PK,E,'19
'071903001,0,0,0,0,1,1,1,FABENS H S,N,N,EL PASO,'071,B,FABENS ISD,'071903,'09 - 12,S,'19
'071903041,0,0,0,0,0,1,0,FABENS MIDDLE SCHOOL,N,N,EL PASO,'071,B,FABENS ISD,'071903,'06 - 08,M,'19
'071903103,0,0,1,0,0,0,,JOHANNA ODONNELL INT,N,N,EL PASO,'071,B,FABENS ISD,'071903,'04 - 05,E,'19
'071903105,1,0,1,,1,,,FABENS EL,N,N,EL PASO,'071,B,FABENS ISD,'071903,'EE - 03,E,'19
'071904001,0,0,0,0,0,0,0,SAN ELIZARIO H S,N,N,EL PASO,'071,B,SAN ELIZARIO ISD,'071904,'09 - 12,S,'19
'071904041,1,0,0,1,0,0,0,ANN M GARCIA-ENRIQUEZ MIDDLE,N,N,EL PASO,'071,B,SAN ELIZARIO ISD,'071904,'07 - 08,M,'19
'071904101,0,0,0,0,0,0,,L G ALARCON EL,N,N,EL PASO,'071,C,SAN ELIZARIO ISD,'071904,'01 - 06,E,'19
'071904102,,,,,,,,LORENZO LOYA PRI,N,N,EL PASO,'071,B,SAN ELIZARIO ISD,'071904,'PK - KG,E,'19
'071904103,0,0,0,0,0,0,,JOSEFA L SAMBRANO EL,N,N,EL PASO,'071,B,SAN ELIZARIO ISD,'071904,'01 - 06,E,'19
'071904104,0,1,1,0,1,1,,ALFONSO BORREGO SR EL,N,N,EL PASO,'071,B,SAN ELIZARIO ISD,'071904,'01 - 06,E,'19
'071905001,1,1,1,1,1,0,0,BEL AIR H S,N,N,EL PASO,'071,B,YSLETA ISD,'071905,'09 - 12,S,'19
'071905002,1,1,1,0,1,0,1,EASTWOOD H S,N,N,EL PASO,'071,B,YSLETA ISD,'071905,'09 - 12,S,'19
'071905003,1,0,0,1,0,0,0,PARKLAND H S,N,N,EL PASO,'071,B,YSLETA ISD,'071905,'09 - 12,S,'19
'071905004,1,1,1,1,1,1,1,YSLETA H S,N,N,EL PASO,'071,B,YSLETA ISD,'071905,'09 - 12,S,'19
'071905005,1,0,0,1,0,0,0,RIVERSIDE H S,N,N,EL PASO,'071,B,YSLETA ISD,'071905,'09 - 12,S,'19
'071905007,1,1,1,1,1,0,1,J M HANKS H S,N,N,EL PASO,'071,B,YSLETA ISD,'071905,'09 - 12,S,'19
'071905008,1,1,1,1,1,1,1,DEL VALLE H S,N,N,EL PASO,'071,B,YSLETA ISD,'071905,'09 - 12,S,'19
'071905010,,,,,,,,TEJAS SCHOOL OF CHOICE,Y,N,EL PASO,'071,B,YSLETA ISD,'071905,'09 - 12,S,'19
'071905014,,,,,,,,CESAR CHAVEZ ACADEMY,N,N,EL PASO,'071,Not Rated,YSLETA ISD,'071905,'07 - 12,S,'19
'071905017,1,0,1,0,1,1,1,VALLE VERDE EARLY COLLEGE H S,N,N,EL PASO,'071,A,YSLETA ISD,'071905,'09 - 12,S,'19
'071905018,1,1,1,1,1,1,1,YOUNG WOMEN'S LEADERSHIP ACADEMY,N,N,EL PASO,'071,A,YSLETA ISD,'071905,'06 - 09,M,'19
'071905033,,,,,,,,PLATO ACADEMY,Y,N,EL PASO,'071,D,YSLETA ISD,'071905,'09 - 12,S,'19
'071905042,0,0,0,0,0,0,0,PARKLAND MIDDLE,N,N,EL PASO,'071,B,YSLETA ISD,'071905,'06 - 08,M,'19
'071905043,1,0,1,1,0,1,1,EASTWOOD MIDDLE,N,N,EL PASO,'071,A,YSLETA ISD,'071905,'06 - 09,M,'19
'071905044,0,0,0,0,0,0,0,RIVERSIDE MIDDLE,N,N,EL PASO,'071,B,YSLETA ISD,'071905,'07 - 08,M,'19
'071905046,0,0,0,0,0,0,0,YSLETA MIDDLE,N,N,EL PASO,'071,C,YSLETA ISD,'071905,'06 - 08,M,'19
'071905048,0,0,1,0,0,0,0,DESERT VIEW MIDDLE,N,N,EL PASO,'071,C,YSLETA ISD,'071905,'07 - 08,M,'19
'071905050,1,0,1,0,1,0,1,INDIAN RIDGE MIDDLE,N,N,EL PASO,'071,B,YSLETA ISD,'071905,'06 - 08,M,'19
'071905052,0,0,1,0,0,0,0,RIO BRAVO MIDDLE,N,N,EL PASO,'071,B,YSLETA ISD,'071905,'06 - 08,M,'19
'071905055,1,0,1,0,1,1,0,BEL AIR MIDDLE,N,N,EL PASO,'071,B,YSLETA ISD,'071905,'07 - 08,M,'19
'071905056,1,1,1,1,0,0,0,DEL VALLE MIDDLE,N,N,EL PASO,'071,B,YSLETA ISD,'071905,'06 - 08,M,'19
