CAMPUS,CD003ARE1218R,CD003ARE1219R,CD003ARE1318R,CD003ARE1319R,CD003ARE1S18R,CD003ARE1S19R,CD203ARE1218R,CD203ARE1219R,CD203ARE1318R,CD203ARE1319R,CD203ARE1S18R,CD203ARE1S19R,CD303ARE1218R,CD303ARE1219R,CD303ARE1318R,CD303ARE1319R,CD303ARE1S18R,CD303ARE1S19R,CD403ARE1218R,CD403ARE1219R,CD403ARE1318R,CD403ARE1319R,CD403ARE1S18R,CD403ARE1S19R,CDA03ARE1218R,CDA03ARE1219R,CDA03ARE1318R,CDA03ARE1319R,CDA03ARE1S18R,CDA03ARE1S19R,CDB03ARE1218R,CDB03ARE1219R,CDB03ARE1318R,CDB03ARE1319R,CDB03ARE1S18R,CDB03ARE1S19R,CDE03ARE1218R,CDE03ARE1219R,CDE03ARE1318R,CDE03ARE1319R,CDE03ARE1S18R,CDE03ARE1S19R,CDF03ARE1218R,CDF03ARE1219R,CDF03ARE1318R,CDF03ARE1319R,CDF03ARE1S18R,CDF03ARE1S19R,CDH03ARE1218R,CDH03ARE1219R,CDH03ARE1318R,CDH03ARE1319R,CDH03ARE1S18R,CDH03ARE1S19R,CDI03ARE1218R,CDI03ARE1219R,CDI03ARE1318R,CDI03ARE1319R,CDI03ARE1S18R,CDI03ARE1S19R,CDL03ARE1218R,CDL03ARE1219R,CDL03ARE1318R,CDL03ARE1319R,CDL03ARE1S18R,CDL03ARE1S19R,CDM03ARE1218R,CDM03ARE1219R,CDM03ARE1318R,CDM03ARE1319R,CDM03ARE1S18R,CDM03ARE1S19R,CDR03ARE1218R,CDR03ARE1219R,CDR03ARE1318R,CDR03ARE1319R,CDR03ARE1S18R,CDR03ARE1S19R,CDS03ARE1218R,CDS03ARE1219R,CDS03ARE1318R,CDS03ARE1319R,CDS03ARE1S18R,CDS03ARE1S19R,CDW03ARE1218R,CDW03ARE1219R,CDW03ARE1318R,CDW03ARE1319R,CDW03ARE1S18R,CDW03ARE1S19R,CNC03ARE1218R,CNC03ARE1219R,CNC03ARE1318R,CNC03ARE1319R,CNC03ARE1S18R,CNC03ARE1S19R,CNM03ARE1218R,CNM03ARE1219R,CNM03ARE1318R,CNM03ARE1319R,CNM03ARE1S18R,CNM03ARE1S19R,CNS03ARE1218R,CNS03ARE1219R,CNS03ARE1318R,CNS03ARE1319R,CNS03ARE1S18R,CNS03ARE1S19R
'081902043,26,67,15,17,67,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,44,47,22,27,75,79,32,41,16,24,53,65,28,43,13,25,65,67,41,48,16,25,79,81,25,38,15,10,73,76,-1,.,-1,.,-1,.,0,-1,0,-1,45,-1,46,46,28,30,71,76,11,11,4,4,47,33,0,11,0,0,0,33,57,51,28,32,82,83,45,45,24,23,75,81,40,57,17,48,73,67,-1,.,-1,.,-1,.
'081902101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'081904001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'081904003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'081904041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'081904102,22,27,11,0,78,100,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,32,45,16,18,69,84,18,20,0,0,55,100,23,40,12,13,65,84,33,39,19,23,65,87,21,40,11,8,68,88,.,.,.,.,.,.,22,27,11,0,78,100,32,50,13,14,74,81,18,31,9,3,59,81,56,57,22,0,89,57,43,51,23,27,74,78,37,46,19,20,74,86,16,36,5,9,53,73,-1,-1,-1,-1,-1,-1
'081905002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'081905041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'081905102,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,46,11,32,83,78,-1,-1,-1,-1,-1,-1,29,41,5,22,76,74,33,47,11,21,83,74,40,38,0,25,100,88,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,39,44,11,44,83,83,17,0,0,0,67,80,-1,-1,-1,-1,-1,-1,30,52,11,36,78,76,39,48,13,30,84,81,20,40,0,40,80,70,-1,.,-1,.,-1,.
'081906101,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,15,7,5,73,50,-1,-1,-1,-1,-1,-1,20,23,0,8,60,38,0,25,0,8,83,58,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,.,-1,.,-1,.,33,0,11,0,67,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,13,8,0,75,47,18,20,9,10,73,80,-1,10,-1,0,-1,20,.,.,.,.,.,.
'082902001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'082902041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'082902101,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,27,7,10,57,63,.,.,.,.,.,.,11,20,3,7,52,56,27,17,11,11,68,67,17,24,7,11,56,62,.,.,.,.,.,.,-1,.,-1,.,-1,.,8,33,3,10,43,60,14,0,7,0,50,30,29,22,0,11,29,33,27,-1,9,-1,64,-1,18,24,8,11,50,61,19,40,5,10,76,70,-1,-1,-1,-1,-1,-1
'082903001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'082903041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'082903103,42,23,33,8,83,69,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,31,32,17,17,61,67,.,.,.,.,.,.,30,32,16,17,61,66,31,32,18,17,66,64,30,32,16,17,60,66,.,.,.,.,.,.,42,23,33,8,83,69,32,32,16,17,56,69,24,23,10,9,58,59,50,55,15,18,50,64,50,-1,40,-1,80,-1,31,31,18,18,60,66,31,44,13,6,66,69,-1,60,-1,40,-1,60
'082903104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'083901001,25,6,0,6,83,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,24,10,11,73,50,-1,-1,-1,-1,-1,-1,31,21,13,9,69,44,30,22,9,13,74,48,31,19,9,7,74,43,.,.,.,.,.,.,25,6,0,6,83,35,39,26,11,10,72,52,20,10,0,6,75,29,-1,20,-1,0,-1,20,-1,63,-1,38,-1,88,32,23,11,9,73,50,-1,30,-1,20,-1,50,.,.,.,.,.,.
'083902001,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,40,10,30,80,100,.,.,.,.,.,.,33,33,17,17,83,100,-1,17,-1,0,-1,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,50,-1,17,-1,83,-1,-1,40,-1,20,-1,100,.,.,.,.,.,.,17,50,17,33,100,100,-1,57,-1,43,-1,100,17,-1,17,-1,83,-1,.,-1,.,-1,.,-1
'083903001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'083903002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'083903041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'083903101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'083903102,27,26,9,11,58,55,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,44,46,26,26,76,76,-1,-1,-1,-1,-1,-1,33,38,19,20,66,67,44,47,29,26,75,77,26,35,8,14,64,70,.,.,.,.,.,.,23,26,3,11,55,55,44,46,22,26,77,74,22,19,9,8,57,46,56,34,33,24,78,45,66,59,45,39,90,82,46,45,25,23,76,75,35,54,29,39,74,78,-1,-1,-1,-1,-1,-1
'083903103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'084802001,15,16,4,0,58,36,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,30,15,16,5,68,51,-1,17,-1,8,-1,50,28,13,14,4,65,50,39,10,16,3,71,47,26,11,13,0,70,49,.,.,.,.,.,.,15,13,4,0,58,30,21,20,16,8,66,56,15,9,4,0,56,27,17,-1,0,-1,17,-1,37,20,16,20,68,60,29,15,17,6,71,53,33,13,13,0,63,38,-1,-1,-1,-1,-1,-1
'084802002,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,50,50,33,15,75,80,-1,-1,-1,-1,-1,-1,38,0,25,0,88,60,60,38,50,25,80,63,57,43,57,14,86,71,.,.,.,.,.,.,.,.,.,.,.,.,43,58,21,8,71,92,27,29,7,0,60,71,17,-1,0,-1,50,-1,43,63,21,13,64,88,59,55,41,18,88,82,29,44,14,11,43,78,.,-1,.,-1,.,-1
'084804101,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,33,15,3,8,77,46,40,13,7,6,67,38,31,10,4,5,73,43,38,13,0,7,69,40,18,0,0,0,91,50,.,.,.,.,.,.,.,.,.,.,.,.,29,18,7,9,86,55,.,14,.,7,.,36,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,35,17,6,17,88,42,31,14,0,0,62,50,.,-1,.,-1,.,-1
'084901001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'084901009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'084901010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'084901011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'084901012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'084901014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'084901041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'084901042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'084901043,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'084901044,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'084901051,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'084901101,31,42,8,21,78,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,37,37,17,20,80,66,22,55,11,27,67,64,35,35,16,18,79,63,46,36,29,14,79,66,36,39,16,21,86,72,-1,.,-1,.,-1,.,27,39,8,18,70,71,30,39,7,26,81,66,26,26,8,14,75,56,31,26,8,11,85,37,44,32,24,18,72,55,41,37,19,22,84,62,20,39,8,15,64,76,.,38,.,38,.,75
'084901102,29,75,12,50,65,88,43,-1,43,-1,100,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,49,52,29,32,83,85,35,46,12,21,88,79,44,50,28,34,81,77,59,62,33,34,87,92,39,56,14,39,69,88,-1,.,-1,.,-1,.,8,67,8,33,54,83,41,43,27,30,80,78,22,37,11,18,67,75,25,29,13,12,63,65,73,53,55,32,91,87,53,56,32,41,86,86,41,46,24,20,76,83,-1,.,-1,.,-1,.
'084901105,18,18,2,6,67,59,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,30,27,10,14,74,64,27,18,20,9,60,64,23,24,6,11,70,60,34,35,8,18,89,71,24,25,4,13,72,64,.,-1,.,-1,.,-1,10,11,0,2,60,55,26,20,12,10,60,58,11,10,5,2,62,52,15,19,8,6,15,44,64,41,43,24,100,59,28,26,11,15,74,65,36,33,7,10,75,62,20,0,20,0,60,100
'084901106,46,71,8,29,69,86,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,48,45,29,25,85,72,52,39,28,18,80,79,41,41,26,22,78,71,57,48,32,25,91,83,49,38,33,20,88,69,.,.,.,.,.,.,25,60,13,20,50,80,40,41,26,25,79,59,27,25,14,2,67,54,33,27,0,0,67,27,52,60,29,40,84,71,50,49,30,31,86,75,40,36,25,14,80,67,-1,-1,-1,-1,-1,-1
'084901107,28,38,21,19,76,73,-1,-1,-1,-1,-1,-1,-1,80,-1,80,-1,100,.,.,.,.,.,.,55,57,37,35,91,83,33,63,17,21,89,84,40,44,22,19,85,74,60,62,38,42,91,92,48,49,32,28,88,75,-1,.,-1,.,-1,.,9,30,5,15,68,65,52,52,36,29,91,75,29,30,9,8,85,66,25,22,0,0,75,50,67,61,49,45,96,89,55,57,37,35,92,84,57,55,38,36,86,77,-1,.,-1,.,-1,.
'084901108,18,23,6,8,58,64,-1,0,-1,0,-1,60,33,-1,0,-1,83,-1,.,-1,.,-1,.,-1,40,40,21,26,75,73,-1,-1,-1,-1,-1,-1,38,33,16,18,73,69,51,45,27,35,76,71,33,31,18,16,66,67,.,-1,.,-1,.,-1,10,24,0,8,50,63,30,36,15,20,74,74,22,26,6,13,65,64,36,36,0,21,64,64,51,62,27,49,92,82,37,41,17,28,73,74,50,33,36,17,86,67,-1,-1,-1,-1,-1,-1
'084901109,50,50,13,38,88,88,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,50,46,29,28,85,80,38,25,23,15,77,70,44,37,21,21,82,76,54,56,30,31,85,84,37,43,24,30,87,82,.,.,.,.,.,.,-1,42,-1,25,-1,83,46,33,27,23,85,75,33,29,16,15,75,71,43,38,43,31,100,62,63,59,30,32,85,84,54,42,30,25,88,77,33,62,22,38,72,90,-1,.,-1,.,-1,.
'084902001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'084902003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'084902006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'084902007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'084902041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'084902042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'084902102,0,33,0,17,43,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,31,7,15,40,46,.,.,.,.,.,.,7,33,7,17,40,42,0,38,0,25,18,38,0,29,0,14,38,43,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,20,-1,0,-1,60,0,29,0,14,36,43,.,-1,.,-1,.,-1,14,33,14,17,43,50,0,40,0,20,42,50,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'084902104,48,64,30,45,89,98,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,43,62,25,36,86,94,32,55,18,15,86,88,39,59,20,32,84,93,46,68,30,47,84,93,50,62,30,43,89,96,-1,.,-1,.,-1,.,45,64,26,45,88,98,41,55,20,24,89,95,42,58,23,35,88,93,0,33,0,33,33,67,43,72,21,56,79,100,44,58,25,35,86,93,41,73,24,38,88,96,-1,-1,-1,-1,-1,-1
'084902106,33,63,17,38,74,94,-1,.,-1,.,-1,.,83,57,50,57,100,100,.,.,.,.,.,.,56,64,32,46,86,88,27,55,27,36,64,73,41,53,21,36,78,83,53,68,25,47,87,89,42,65,19,47,81,88,-1,.,-1,.,-1,.,30,63,15,38,73,94,59,60,39,45,85,88,34,56,15,33,72,88,50,71,25,43,60,79,74,67,44,45,95,90,56,64,33,44,88,87,53,69,27,62,67,100,-1,.,-1,.,-1,.
'084902107,50,-1,0,-1,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,35,31,20,20,70,62,24,26,12,15,52,56,34,22,19,12,68,54,35,34,18,23,70,68,43,12,19,6,71,52,.,.,.,.,.,.,40,-1,0,-1,80,-1,36,27,23,17,69,54,25,21,10,9,55,44,0,14,0,7,0,36,40,57,35,43,90,82,28,26,16,17,62,58,57,44,33,30,90,74,-1,-1,-1,-1,-1,-1
