,CAMPUS,"Campus 2018 Domain 1A: Meets Grade Level STD, Grade 3, Current-&-Monitored-Y1toY4-EL, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Meets Grade Level STD, Grade 3, Current-&-Monitored-Y1toY4-EL, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Masters Grade Level STD, Grade 3, Current-&-Monitored-Y1toY4-EL, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Masters Grade Level STD, Grade 3, Current-&-Monitored-Y1toY4-EL, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Approaches Grade Level STD, Grade 3, Current-&-Monitored-Y1toY4-EL, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Approaches Grade Level STD, Grade 3, Current-&-Monitored-Y1toY4-EL, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Meets Grade Level STD, Grade 3, Two or More Races, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Meets Grade Level STD, Grade 3, Two or More Races, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Masters Grade Level STD, Grade 3, Two or More Races, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Masters Grade Level STD, Grade 3, Two or More Races, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Approaches Grade Level STD, Grade 3, Two or More Races, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Approaches Grade Level STD, Grade 3, Two or More Races, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Meets Grade Level STD, Grade 3, Asian, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Meets Grade Level STD, Grade 3, Asian, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Masters Grade Level STD, Grade 3, Asian, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Masters Grade Level STD, Grade 3, Asian, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Approaches Grade Level STD, Grade 3, Asian, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Approaches Grade Level STD, Grade 3, Asian, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Meets Grade Level STD, Grade 3, Pacific Islander, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Meets Grade Level STD, Grade 3, Pacific Islander, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Masters Grade Level STD, Grade 3, Pacific Islander, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Masters Grade Level STD, Grade 3, Pacific Islander, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Approaches Grade Level STD, Grade 3, Pacific Islander, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Approaches Grade Level STD, Grade 3, Pacific Islander, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Meets Grade Level STD, Grade 3, All Students, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Meets Grade Level STD, Grade 3, All Students, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Masters Grade Level STD, Grade 3, All Students, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Masters Grade Level STD, Grade 3, All Students, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Approaches Grade Level STD, Grade 3, All Students, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Approaches Grade Level STD, Grade 3, All Students, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Meets Grade Level STD, Grade 3, African American, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Meets Grade Level STD, Grade 3, African American, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Masters Grade Level STD, Grade 3, African American, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Masters Grade Level STD, Grade 3, African American, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Approaches Grade Level STD, Grade 3, African American, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Approaches Grade Level STD, Grade 3, African American, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Meets Grade Level STD, Grade 3, Econ Disadv, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Meets Grade Level STD, Grade 3, Econ Disadv, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Masters Grade Level STD, Grade 3, Econ Disadv, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Masters Grade Level STD, Grade 3, Econ Disadv, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Approaches Grade Level STD, Grade 3, Econ Disadv, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Approaches Grade Level STD, Grade 3, Econ Disadv, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Meets Grade Level STD, Grade 3, Female, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Meets Grade Level STD, Grade 3, Female, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Masters Grade Level STD, Grade 3, Female, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Masters Grade Level STD, Grade 3, Female, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Approaches Grade Level STD, Grade 3, Female, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Approaches Grade Level STD, Grade 3, Female, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Meets Grade Level STD, Grade 3, Hispanic, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Meets Grade Level STD, Grade 3, Hispanic, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Masters Grade Level STD, Grade 3, Hispanic, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Masters Grade Level STD, Grade 3, Hispanic, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Approaches Grade Level STD, Grade 3, Hispanic, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Approaches Grade Level STD, Grade 3, Hispanic, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Meets Grade Level STD, Grade 3, American Indian, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Meets Grade Level STD, Grade 3, American Indian, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Masters Grade Level STD, Grade 3, American Indian, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Masters Grade Level STD, Grade 3, American Indian, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Approaches Grade Level STD, Grade 3, American Indian, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Approaches Grade Level STD, Grade 3, American Indian, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Meets Grade Level STD, Grade 3, EL, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Meets Grade Level STD, Grade 3, EL, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Masters Grade Level STD, Grade 3, EL, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Masters Grade Level STD, Grade 3, EL, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Approaches Grade Level STD, Grade 3, EL, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Approaches Grade Level STD, Grade 3, EL, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Meets Grade Level STD, Grade 3, Male, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Meets Grade Level STD, Grade 3, Male, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Masters Grade Level STD, Grade 3, Male, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Masters Grade Level STD, Grade 3, Male, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Approaches Grade Level STD, Grade 3, Male, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Approaches Grade Level STD, Grade 3, Male, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Meets Grade Level STD, Grade 3, At Risk, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Meets Grade Level STD, Grade 3, At Risk, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Masters Grade Level STD, Grade 3, At Risk, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Masters Grade Level STD, Grade 3, At Risk, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Approaches Grade Level STD, Grade 3, At Risk, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Approaches Grade Level STD, Grade 3, At Risk, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Meets Grade Level STD, Grade 3, Special Ed, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Meets Grade Level STD, Grade 3, Special Ed, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Masters Grade Level STD, Grade 3, Special Ed, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Masters Grade Level STD, Grade 3, Special Ed, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Approaches Grade Level STD, Grade 3, Special Ed, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Approaches Grade Level STD, Grade 3, Special Ed, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Meets Grade Level STD, Grade 3, White, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Meets Grade Level STD, Grade 3, White, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Masters Grade Level STD, Grade 3, White, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Masters Grade Level STD, Grade 3, White, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Approaches Grade Level STD, Grade 3, White, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Approaches Grade Level STD, Grade 3, White, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Meets Grade Level STD, Grade 3, Continuous Enrollee, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Meets Grade Level STD, Grade 3, Continuous Enrollee, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Masters Grade Level STD, Grade 3, Continuous Enrollee, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Masters Grade Level STD, Grade 3, Continuous Enrollee, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Approaches Grade Level STD, Grade 3, Continuous Enrollee, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Approaches Grade Level STD, Grade 3, Continuous Enrollee, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Meets Grade Level STD, Grade 3, Mobile, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Meets Grade Level STD, Grade 3, Mobile, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Masters Grade Level STD, Grade 3, Mobile, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Masters Grade Level STD, Grade 3, Mobile, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Approaches Grade Level STD, Grade 3, Mobile, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Approaches Grade Level STD, Grade 3, Mobile, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Meets Grade Level STD, Grade 3, Former Special Ed, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Meets Grade Level STD, Grade 3, Former Special Ed, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Masters Grade Level STD, Grade 3, Former Special Ed, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Masters Grade Level STD, Grade 3, Former Special Ed, STAAR Reading/ELA Rate","Campus 2018 Domain 1A: Approaches Grade Level STD, Grade 3, Former Special Ed, STAAR Reading/ELA Rate","Campus 2019 Domain 1A: Approaches Grade Level STD, Grade 3, Former Special Ed, STAAR Reading/ELA Rate"
1587,'043910130,41,50,23,31,86,75,71,40,57,20,100,80,71,-1,35,-1,94,-1,.,.,.,.,.,.,51,48,27,27,85,77,8,47,8,24,42,71,31,42,12,15,73,69,52,44,27,28,91,77,47,33,29,20,88,67,-1,-1,-1,-1,-1,-1,23,13,8,13,77,50,49,53,27,25,78,78,13,13,6,13,72,50,44,57,11,29,78,71,55,57,23,33,94,83,52,54,30,30,90,86,48,33,20,19,72,57,-1,-1,-1,-1,-1,-1
1588,'043910131,78,57,39,43,94,86,80,-1,80,-1,100,-1,80,61,55,44,95,94,.,.,.,.,.,.,74,52,50,33,95,83,-1,-1,-1,-1,-1,-1,47,13,27,0,93,50,66,58,43,33,97,85,55,44,45,33,100,89,.,.,.,.,.,.,67,40,22,30,89,80,82,44,56,32,92,80,47,40,13,30,73,80,56,56,33,33,67,67,76,56,47,32,91,80,79,57,52,39,96,84,64,22,45,0,91,78,.,-1,.,-1,.,-1
1589,'043910132,62,65,46,45,92,90,-1,80,-1,20,-1,100,82,81,59,65,100,97,.,.,.,.,.,.,69,83,53,58,95,97,24,50,18,0,88,88,42,71,21,50,84,100,73,91,69,63,96,98,74,82,63,73,100,100,-1,-1,-1,-1,-1,-1,43,43,43,14,86,71,65,77,39,54,94,96,36,61,36,33,82,83,22,38,0,0,89,63,81,92,63,67,98,97,69,85,54,61,97,97,70,79,52,50,91,96,.,-1,.,-1,.,-1
1590,'043910133,60,77,40,59,80,95,-1,.,-1,.,-1,.,74,87,46,79,91,96,.,.,.,.,.,.,70,87,41,73,91,97,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,64,90,36,71,86,100,83,-1,50,-1,100,-1,.,.,.,.,.,.,-1,44,-1,33,-1,89,74,84,43,74,93,94,23,40,8,30,54,90,38,-1,0,-1,50,-1,57,100,29,50,86,100,77,94,48,77,94,98,42,50,8,50,75,90,.,.,.,.,.,.
1591,'043910134,50,58,36,46,86,88,20,60,0,40,80,80,83,77,60,64,97,94,.,.,.,.,.,.,63,69,42,52,90,89,-1,50,-1,20,-1,90,22,31,11,19,67,81,63,71,43,55,95,93,27,80,27,70,91,80,.,.,.,.,.,.,43,41,14,35,71,82,64,67,42,51,87,86,43,41,14,35,71,82,40,39,30,28,70,44,64,61,38,42,90,85,58,74,38,58,91,91,78,55,52,39,89,84,-1,-1,-1,-1,-1,-1
1592,'043910135,51,33,40,25,71,83,-1,60,-1,60,-1,80,78,62,59,47,91,94,.,.,.,.,.,.,65,51,47,33,89,87,75,44,75,22,100,85,32,34,29,8,74,79,62,50,41,31,87,84,32,36,27,9,77,73,.,.,.,.,.,.,22,20,17,17,44,77,67,53,51,36,90,91,36,24,20,15,60,76,33,57,17,0,33,71,68,50,27,31,91,88,65,51,48,34,88,89,62,54,38,23,92,77,-1,-1,-1,-1,-1,-1
1593,'043910136,87,78,67,67,100,100,-1,-1,-1,-1,-1,-1,97,80,72,80,100,93,.,.,.,.,.,.,91,74,73,59,100,95,33,57,33,57,100,86,75,75,50,50,100,100,90,68,70,47,100,92,78,100,56,82,100,100,.,.,.,.,.,.,-1,64,-1,55,-1,100,93,80,75,71,100,97,80,35,20,30,100,83,100,50,29,33,100,67,100,66,82,42,100,95,94,79,74,65,100,96,79,56,64,38,100,88,-1,-1,-1,-1,-1,-1
1594,'043910138,59,75,47,69,88,94,-1,-1,-1,-1,-1,-1,82,94,73,83,91,100,.,.,.,.,.,.,75,80,60,69,96,93,-1,50,-1,38,-1,75,50,40,39,33,89,67,81,83,68,72,97,98,73,64,60,64,93,86,.,.,.,.,.,.,50,40,42,40,83,80,71,77,54,65,94,88,54,27,36,18,86,64,62,55,31,40,77,80,78,83,62,69,96,96,79,84,61,72,96,96,59,57,53,50,94,79,-1,-1,-1,-1,-1,-1
1595,'043910139,63,45,46,36,96,73,80,50,20,30,100,80,67,77,49,65,95,94,.,.,.,.,.,.,63,73,43,52,94,88,33,-1,33,-1,89,-1,43,29,29,7,86,57,58,77,45,63,95,90,71,83,57,50,86,83,.,.,.,.,.,.,42,20,17,13,92,60,67,69,41,43,93,87,36,21,16,16,88,63,-1,50,-1,21,-1,79,62,72,38,44,96,86,67,78,45,60,97,94,50,55,36,23,86,68,-1,.,-1,.,-1,.
1596,'043910140,64,72,32,48,86,92,-1,-1,-1,-1,-1,-1,83,87,59,69,97,97,.,.,.,.,.,.,77,85,54,68,95,97,67,83,33,67,100,100,20,100,20,70,80,100,75,87,55,67,95,96,43,-1,14,-1,57,-1,.,.,.,.,.,.,29,67,29,39,57,89,79,83,53,70,94,98,33,68,10,37,76,89,-1,100,-1,50,-1,100,75,75,63,69,100,94,76,84,51,69,95,96,79,87,61,67,93,100,40,-1,20,-1,80,-1
1597,'043910141,82,70,45,43,95,87,-1,-1,-1,-1,-1,-1,81,86,56,71,95,98,.,.,.,.,.,.,78,78,54,58,98,91,67,25,50,13,100,63,63,38,63,13,100,50,76,85,51,64,96,98,78,60,44,30,100,60,.,.,.,.,.,.,63,67,13,33,88,89,80,71,58,52,100,85,50,67,14,33,93,89,67,56,17,38,100,75,74,86,58,59,100,97,81,81,56,59,98,94,71,70,50,53,96,83,.,-1,.,-1,.,-1
1598,'043910142,58,81,42,50,89,100,-1,-1,-1,-1,-1,-1,75,83,56,61,94,98,.,-1,.,-1,.,-1,75,82,58,55,94,97,71,73,36,55,86,100,47,58,40,33,80,100,80,88,65,58,96,100,71,-1,57,-1,93,-1,.,-1,.,-1,.,-1,14,67,0,25,71,100,71,76,52,53,93,95,22,60,6,27,78,100,60,47,40,20,80,80,79,84,67,53,100,97,78,83,60,55,95,96,67,71,50,57,92,100,-1,-1,-1,-1,-1,-1
1599,'043910143,36,37,15,17,59,69,-1,-1,-1,-1,-1,-1,60,63,45,53,85,89,-1,.,-1,.,-1,.,45,51,28,30,74,77,50,57,20,43,70,100,19,24,3,7,52,62,44,60,28,38,77,88,26,27,6,10,58,67,.,.,.,.,.,.,15,22,4,4,44,59,46,41,28,23,72,67,15,22,3,8,48,59,27,11,27,0,36,44,52,71,43,33,90,76,46,51,28,29,76,76,36,45,29,36,64,82,-1,-1,-1,-1,-1,-1
1600,'043910144,76,86,71,71,100,90,-1,100,-1,100,-1,100,85,87,77,76,98,93,.,.,.,.,.,.,74,83,61,69,94,96,-1,-1,-1,-1,-1,-1,40,-1,30,-1,80,-1,80,86,64,68,95,95,43,70,29,50,100,100,.,.,.,.,.,.,-1,67,-1,44,-1,78,67,80,58,70,93,96,33,55,17,35,67,85,50,50,40,30,60,80,73,79,58,57,96,96,79,85,65,71,96,97,42,78,33,61,83,89,-1,-1,-1,-1,-1,-1
1601,'043910145,60,65,53,40,93,95,78,-1,67,-1,100,-1,79,75,60,61,98,93,.,.,.,.,.,.,69,68,51,50,92,89,50,47,30,35,80,82,-1,58,-1,50,-1,83,74,70,47,62,96,94,60,60,40,40,80,80,.,.,.,.,.,.,40,50,20,29,80,93,66,67,54,41,89,86,27,50,13,29,60,93,38,56,23,25,62,69,66,71,47,46,90,90,71,67,52,53,91,91,62,75,46,25,96,75,-1,-1,-1,-1,-1,-1
1602,'043910148,62,47,43,29,78,82,60,-1,60,-1,80,-1,67,63,44,48,87,89,.,.,.,.,.,.,65,58,46,44,88,88,44,45,44,27,78,82,48,35,43,22,71,83,70,66,46,51,86,88,71,40,14,0,86,60,.,-1,.,-1,.,-1,28,31,17,10,56,79,62,53,45,39,89,88,38,26,21,9,58,72,43,33,43,17,43,50,68,60,58,52,100,92,69,63,49,48,92,92,33,45,11,34,56,79,-1,-1,-1,-1,-1,-1
1603,'043910149,25,20,9,16,80,61,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,31,29,12,20,81,68,14,-1,0,-1,57,-1,27,20,8,16,80,63,33,31,11,23,85,73,30,20,11,16,82,63,.,.,.,.,.,.,21,17,6,14,74,60,28,27,13,17,78,63,23,17,6,14,77,60,25,29,25,0,63,29,43,-1,29,-1,100,-1,33,23,14,17,82,67,20,63,0,38,80,75,40,-1,20,-1,40,-1
1604,'043910160,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1605,'043910161,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1606,'043910165,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1607,'043910200,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1608,'043910213,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1609,'043911001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1610,'043911041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1611,'043911101,21,31,14,17,68,52,.,17,.,0,.,67,.,.,.,.,.,.,.,-1,.,-1,.,-1,41,41,23,26,80,74,40,43,40,29,80,86,32,28,17,13,73,67,40,38,25,26,77,74,33,35,20,14,74,63,.,.,.,.,.,.,13,32,6,18,50,50,42,43,21,25,85,75,11,27,6,12,50,56,13,20,0,7,63,33,53,58,27,50,90,92,38,45,23,26,79,77,48,37,24,26,84,72,-1,-1,-1,-1,-1,-1
1612,'043911102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1613,'043911103,15,24,0,12,65,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,36,39,13,22,66,77,-1,-1,-1,-1,-1,-1,38,37,13,22,63,73,39,45,17,19,75,77,33,23,9,17,67,71,.,.,.,.,.,.,0,20,0,7,50,67,33,33,10,24,58,76,19,16,9,3,47,55,45,10,18,0,55,50,33,58,14,29,64,88,31,44,7,25,64,79,53,25,40,13,73,69,-1,-1,-1,-1,-1,-1
1614,'043911104,14,32,0,24,61,62,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,32,42,9,29,68,71,-1,-1,-1,-1,-1,-1,18,33,0,20,60,65,33,32,12,29,79,71,16,36,4,21,58,64,-1,-1,-1,-1,-1,-1,8,19,0,12,54,50,29,53,6,28,56,72,21,23,2,13,61,54,18,29,0,14,45,57,62,55,24,45,95,80,31,40,9,28,67,70,33,47,11,32,72,74,-1,-1,-1,-1,-1,-1
1615,'043911105,43,67,7,40,86,87,57,56,43,22,86,78,-1,.,-1,.,-1,.,.,.,.,.,.,.,43,45,22,25,83,78,36,50,18,22,55,83,29,38,16,21,76,69,49,36,24,26,82,79,41,43,7,25,79,75,.,.,.,.,.,.,33,44,11,22,78,78,38,52,19,25,83,77,38,50,13,21,69,71,13,22,0,22,63,33,44,42,30,28,91,78,44,49,26,26,82,81,43,38,14,24,83,74,-1,33,-1,0,-1,50
1616,'043912001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1617,'043912041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1618,'043912042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1619,'043912101,-1,-1,-1,-1,-1,-1,50,50,40,30,90,90,80,-1,80,-1,100,-1,.,.,.,.,.,.,60,50,38,30,85,90,50,64,30,18,90,100,38,60,13,10,69,90,68,52,48,30,88,93,35,38,12,13,65,88,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,52,47,26,30,81,88,38,38,25,23,50,69,33,41,11,18,67,82,66,46,40,28,86,89,61,49,39,28,82,93,59,54,33,36,92,82,-1,33,-1,22,-1,100
1620,'043912102,46,64,27,41,81,100,67,33,42,17,92,67,74,-1,53,-1,100,-1,.,.,.,.,.,.,52,59,34,34,88,85,22,50,22,0,78,100,27,33,13,17,67,67,54,58,38,37,95,88,32,66,21,45,82,93,.,.,.,.,.,.,33,64,19,41,76,100,49,60,29,32,82,82,27,37,13,22,70,71,0,27,0,13,50,67,55,58,34,35,89,83,48,62,30,42,87,89,59,50,44,13,92,73,-1,-1,-1,-1,-1,-1
1621,'043912103,50,-1,17,-1,100,-1,-1,50,-1,17,-1,83,57,80,43,60,86,100,.,.,.,.,.,.,67,54,45,31,93,83,58,42,33,17,92,58,45,42,27,25,91,67,67,58,46,37,94,84,58,70,33,35,100,85,.,.,.,.,.,.,50,-1,17,-1,100,-1,68,50,44,24,92,82,30,25,4,13,78,50,67,25,42,0,92,58,70,51,47,31,92,85,64,53,40,32,89,82,76,56,57,28,100,86,-1,50,-1,50,-1,83
