CAMPUS,CD203ARE1217R,CD203ARE1218R,CD203ARE1317R,CD203ARE1318R,CD203ARE1S17R,CD203ARE1S18R,CD303ARE1217R,CD303ARE1218R,CD303ARE1317R,CD303ARE1318R,CD303ARE1S17R,CD303ARE1S18R,CD403ARE1217R,CD403ARE1218R,CD403ARE1317R,CD403ARE1318R,CD403ARE1S17R,CD403ARE1S18R,CDA03ARE1217R,CDA03ARE1218R,CDA03ARE1317R,CDA03ARE1318R,CDA03ARE1S17R,CDA03ARE1S18R,CDB03ARE1217R,CDB03ARE1218R,CDB03ARE1317R,CDB03ARE1318R,CDB03ARE1S17R,CDB03ARE1S18R,CDE03ARE1217R,CDE03ARE1218R,CDE03ARE1317R,CDE03ARE1318R,CDE03ARE1S17R,CDE03ARE1S18R,CDF03ARE1217R,CDF03ARE1218R,CDF03ARE1317R,CDF03ARE1318R,CDF03ARE1S17R,CDF03ARE1S18R,CDH03ARE1217R,CDH03ARE1218R,CDH03ARE1317R,CDH03ARE1318R,CDH03ARE1S17R,CDH03ARE1S18R,CDI03ARE1217R,CDI03ARE1218R,CDI03ARE1317R,CDI03ARE1318R,CDI03ARE1S17R,CDI03ARE1S18R,CDL03ARE1217R,CDL03ARE1218R,CDL03ARE1317R,CDL03ARE1318R,CDL03ARE1S17R,CDL03ARE1S18R,CDM03ARE1217R,CDM03ARE1218R,CDM03ARE1317R,CDM03ARE1318R,CDM03ARE1S17R,CDM03ARE1S18R,CDR03ARE1217R,CDR03ARE1218R,CDR03ARE1317R,CDR03ARE1318R,CDR03ARE1S17R,CDR03ARE1S18R,CDS03ARE1217R,CDS03ARE1218R,CDS03ARE1317R,CDS03ARE1318R,CDS03ARE1S17R,CDS03ARE1S18R,CDW03ARE1217R,CDW03ARE1218R,CDW03ARE1317R,CDW03ARE1318R,CDW03ARE1S17R,CDW03ARE1S18R
'031911001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031911041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031911102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031911103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,26,18,18,62,59,-1,.,-1,.,-1,.,26,24,14,16,58,56,29,31,19,24,63,66,30,27,17,19,62,60,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,31,21,17,13,61,52,-1,13,-1,8,-1,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'031912001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031912003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031912004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031912005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031912007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031912008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031912009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031912041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031912042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031912043,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031912101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,21,13,7,47,55,.,.,.,.,.,.,17,-1,12,-1,42,-1,-1,-1,-1,-1,-1,-1,20,21,13,7,47,55,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,20,-1,17,-1,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'031912103,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,49,58,30,19,87,94,.,.,.,.,.,.,46,54,27,15,85,93,54,61,31,20,88,90,48,56,29,17,87,94,.,.,.,.,.,.,59,-1,27,-1,91,-1,40,54,29,18,86,97,33,57,11,12,78,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'031912104,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,52,40,29,27,83,78,.,.,.,.,.,.,52,29,25,16,80,69,43,40,25,27,75,83,52,40,29,27,84,80,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,59,39,32,27,89,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'031912106,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'031912108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,43,33,22,87,91,.,.,.,.,.,.,45,35,29,15,86,89,59,48,35,24,100,93,49,43,31,22,86,91,.,.,.,.,.,.,41,-1,35,-1,88,-1,46,36,31,20,80,88,36,35,27,13,85,89,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.
'031912109,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,27,-1,12,-1,69,.,.,.,.,.,.,-1,28,-1,12,-1,68,-1,-1,-1,-1,-1,-1,-1,27,-1,12,-1,69,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,-1,12,-1,69,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'031912110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,33,25,8,61,77,.,.,.,.,.,.,42,31,25,10,58,75,44,-1,32,-1,56,-1,42,33,26,8,60,77,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,38,-1,19,-1,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.
'031912112,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,41,15,24,67,78,.,.,.,.,.,.,28,45,15,27,66,80,-1,48,-1,37,-1,81,32,41,15,24,67,78,.,.,.,.,.,.,28,38,14,23,61,69,24,-1,16,-1,58,-1,22,32,10,16,59,68,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'031912114,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,32,8,21,66,68,.,.,.,.,.,.,-1,30,-1,20,-1,65,-1,31,-1,21,-1,76,31,32,8,21,66,68,.,.,.,.,.,.,-1,27,-1,18,-1,67,-1,33,-1,21,-1,58,-1,26,-1,14,-1,60,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'031912115,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,30,30,17,74,76,.,.,.,.,.,.,40,29,26,13,70,76,41,29,34,15,79,71,45,30,30,17,74,76,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,50,31,25,19,67,81,29,22,18,12,57,68,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'031912116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48,38,38,16,72,77,.,.,.,.,.,.,47,41,36,19,72,80,54,45,46,21,82,85,48,38,38,16,72,77,.,.,.,.,.,.,45,46,38,21,79,92,40,-1,27,-1,60,-1,48,31,38,10,72,71,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'031912117,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,22,23,9,64,66,.,.,.,.,.,.,43,-1,20,-1,63,-1,54,-1,29,-1,71,-1,43,22,22,9,63,66,.,.,.,.,.,.,47,-1,21,-1,68,-1,37,-1,18,-1,58,-1,40,-1,19,-1,61,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.
'031912201,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031913001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031913005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031913007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031913041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031913042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031913101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,31,21,20,67,82,.,.,.,.,.,.,49,29,22,19,68,81,-1,38,-1,29,-1,81,46,31,21,20,67,82,.,.,.,.,.,.,-1,30,-1,19,-1,78,38,-1,21,-1,58,-1,-1,28,-1,17,-1,72,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'031914001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031914002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031914041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031914101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,44,22,23,70,80,.,.,.,.,.,.,35,43,23,19,70,76,28,38,17,20,72,78,33,44,22,23,70,80,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,38,50,26,26,68,83,24,-1,15,-1,61,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
'031916001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031916003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031916004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031916005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031916041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031916042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'032902002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'032902041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'032902103,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,59,33,39,17,91,86,50,-1,19,-1,88,-1,52,28,31,15,89,84,63,38,41,24,88,85,49,28,24,18,87,81,.,.,.,.,.,.,37,31,14,18,84,77,57,29,37,11,93,87,46,22,25,12,86,78,-1,-1,-1,-1,-1,-1,72,46,57,17,96,92
'032902104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'032902105,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'033901001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,58,56,42,89,83,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,64,-1,45,-1,82
'033902001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'033902041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'033902101,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,50,57,31,38,87,81,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,52,73,32,46,84,85,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,.,-1,.,-1,.,48,41,31,30,90,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,63,30,42,85,85
'033904001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'033904102,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,47,47,40,30,80,83,.,.,.,.,.,.,38,45,38,25,69,80,50,69,50,46,69,92,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,48,33,29,78,81
'034901001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'034901042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'034901106,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,53,54,37,37,81,81,26,28,14,19,54,66,46,47,32,34,76,76,60,53,45,36,87,78,-1,60,-1,50,-1,80,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,44,54,27,38,75,84,-1,31,-1,14,-1,56,-1,-1,-1,-1,-1,-1,69,67,52,43,95,91
'034901107,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'034902001,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'034903001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'034903041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'034903101,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,34,51,20,24,67,86,-1,-1,-1,-1,-1,-1,28,38,13,19,66,83,36,55,21,20,71,85,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,29,47,19,26,61,87,26,34,17,15,54,79,-1,-1,-1,-1,-1,-1,40,51,24,24,73,89
'034905002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'034905041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'034905102,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,35,50,25,30,69,86,-1,-1,-1,-1,-1,-1,32,41,19,24,61,83,37,58,26,38,74,88,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,30,-1,25,-1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,50,39,35,86,85
'034906001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'034906041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'034906101,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,48,-1,33,-1,71,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,-1,30,-1,70,-1
'034907001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'034907041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'034907101,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,71,47,55,26,91,82,-1,-1,-1,-1,-1,-1,57,31,40,14,83,77,63,67,47,52,84,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,79,-1,62,-1,97,-1,50,-1,32,-1,82,-1,-1,-1,-1,-1,-1,-1,73,58,60,33,92,83
